date,open,high,low,close,volume
2024-10-09,163.84170627953822,165.4801233423336,162.20328921674283,163.84170627953822,10316964.73277062
2024-10-10,163.84170627953822,160.9223567368834,157.73577541536093,159.32906607612216,33355846.336535104
2024-10-11,159.32906607612216,160.27205520907947,157.09835114553331,158.6852031773064,23597489.018863473
2024-10-12,158.6852031773064,167.799009843457,164.47625717328953,166.13763350837326,20811356.39795146
2024-10-13,166.13763350837326,169.29067696044171,165.93838632756166,167.6145316440017,11116086.078312822
2024-10-14,167.6145316440017,170.36961831580743,166.9959625075736,168.68279041169052,14240767.387015583
2024-10-15,168.68279041169052,181.86134639969166,178.26013161949973,180.0607390095957,21455886.919010967
2024-10-16,180.0607390095957,178.96941386058543,175.42546507126693,177.19743946592618,19279471.617563784
2024-10-17,177.19743946592618,178.20265998382672,174.67389443959252,176.43827721170962,32901289.22979082
2024-10-18,176.43827721170962,173.64909512974464,170.2104991865814,171.929797158163,18983663.357135255
2024-10-19,171.929797158163,179.22321432735708,175.67423978622128,177.44872705678918,29693015.443909816
2024-10-20,177.44872705678918,184.39101967107888,180.73971235085952,182.5653660109692,14613920.280300396
2024-10-21,182.5653660109692,193.25609050137967,189.42923722412462,191.34266386275215,26625282.66998159
2024-10-22,191.34266386275215,192.7325658612331,188.9160794085354,190.82432263488425,42851276.24087155
2024-10-23,190.82432263488425,193.8505543991957,190.01192955960767,191.93124197940168,13382092.75399846
2024-10-24,191.93124197940168,198.28469438477174,194.35826479299408,196.3214795888829,21150133.20764507
2024-10-25,196.3214795888829,205.2692216118198,201.20448455019962,203.2368530810097,30273756.188999005
2024-10-26,203.2368530810097,190.00667776782979,186.24416929717967,188.12542353250473,27532738.055792745
2024-10-27,188.12542353250473,197.51415950635325,193.6029880309799,195.55857376866658,16807182.1295255
2024-10-28,195.55857376866658,204.8897737149034,200.83255047302413,202.86116209396377,16399289.007132037
2024-10-29,202.86116209396377,206.41052553177292,202.32318839252991,204.36685696215142,20726768.102082342
2024-10-30,204.36685696215142,207.80520505401836,203.69025049849324,205.7477277762558,38307901.53459802
2024-10-31,205.7477277762558,203.54513654281408,199.51453977959005,201.52983816120206,25908817.59426608
2024-11-01,201.52983816120206,195.59787069638122,191.72464553407661,193.66125811522892,17981726.37878518
2024-11-02,193.66125811522892,192.87112622265806,189.05189600042723,190.96151111154265,59124119.06805088
2024-11-03,190.96151111154265,192.58387542011536,188.77033333258834,190.67710437635185,14828060.372292418
2024-11-04,190.67710437635185,188.83484231164962,185.09553850349815,186.96519040757389,12949954.372978097
2024-11-05,186.96519040757389,182.7506742287802,179.13184899652714,180.94126161265368,61712315.81111396
2024-11-06,180.94126161265368,193.494122021938,189.66255524922636,191.57833863558218,54040376.47094251
2024-11-07,191.57833863558218,217.49622737265742,213.18937138508005,215.34279937886873,33911706.267231986
2024-11-08,215.34279937886873,227.92905688547393,223.41561021447444,225.67233354997418,38006298.75601574
2024-11-09,225.67233354997418,232.37442648411664,227.77295269235194,230.0736895882343,49796024.449627995
