date,open,high,low,close,volume
2024-10-09,5.348267208866151,5.401749880954813,5.294784536777489,5.348267208866151,117071140.95305839
2024-10-10,5.348267208866151,5.120552875844087,5.019155789193709,5.069854332518898,109485585.07599069
2024-10-11,5.069854332518898,5.1263138860931505,5.0248027200319,5.075558303062525,108298900.41481552
2024-10-12,5.075558303062525,5.429748092757376,5.322228328544358,5.375988210650867,100347154.01909097
2024-10-13,5.375988210650867,5.502501103319763,5.393540685432243,5.448020894376003,99380020.07047772
2024-10-14,5.448020894376003,5.427061327007185,5.31959476607635,5.373328046541768,94803571.60896738
2024-10-15,5.373328046541768,5.636756934807088,5.525137985602988,5.580947460205038,162685824.92594486
2024-10-16,5.580947460205038,5.524543707431924,5.415146802334263,5.469845254883094,174663578.35334757
2024-10-17,5.469845254883094,5.430290573243989,5.3227600668431165,5.3765253200435525,125423207.78849861
2024-10-18,5.3765253200435525,5.261090066313974,5.156910065000826,5.2090000656574,95038702.05117147
2024-10-19,5.2090000656574,5.468066891031588,5.359788338733933,5.413927614882761,87796668.20872325
2024-10-20,5.413927614882761,5.422024628694607,5.31465780436402,5.368341216529314,77221287.0825923
2024-10-21,5.368341216529314,5.559846559969108,5.449750588484571,5.5047985742268395,92659455.11853923
2024-10-22,5.5047985742268395,5.2916992779408645,5.186913153625204,5.239306215783034,112328962.21070343
2024-10-23,5.239306215783034,5.248740114558992,5.1448046667459435,5.196772390652468,97724930.79385652
2024-10-24,5.196772390652468,5.1494005448225355,5.047432217202287,5.098416381012411,103202215.95510215
2024-10-25,5.098416381012411,5.260259820544513,5.156096259741651,5.208178040143082,96273814.48116843
2024-10-26,5.208178040143082,4.632073207711656,4.540348985776772,4.586211096744214,127722495.27164103
2024-10-27,4.586211096744214,4.83728023090248,4.741492503557876,4.789386367230178,107005351.93057631
2024-10-28,4.789386367230178,4.914049882657632,4.816741964189164,4.865395923423398,62363261.07050612
2024-10-29,4.865395923423398,4.965086345038036,4.866767803552134,4.915927074295085,101065560.99026662
2024-10-30,4.915927074295085,5.206625164695909,5.103523676286089,5.155074420490999,137723493.92095575
2024-10-31,5.155074420490999,5.032687585627126,4.933030405713716,4.982858995670421,99656022.1653701
2024-11-01,4.982858995670421,4.826857663064103,4.731276323201446,4.7790669931327745,104959528.20687167
2024-11-02,4.7790669931327745,4.745950533622306,4.651971315134736,4.698960924378521,101840926.34089547
2024-11-03,4.698960924378521,4.631131983089428,4.539426399265876,4.585279191177652,66495783.194568075
2024-11-04,4.585279191177652,4.500108623360466,4.410997561511744,4.455553092436105,111552200.77232362
2024-11-05,4.455553092436105,4.254956249803153,4.17069969040111,4.212827970102132,116300946.4069007
2024-11-06,4.212827970102132,4.457093091406046,4.368833822269293,4.412963456837669,107860593.07744065
2024-11-07,4.412963456837669,5.111071296717961,5.009861964109685,5.060466630413823,269860628.4709873
2024-11-08,5.060466630413823,5.073419633248279,4.972955878134452,5.0231877556913656,162844339.5078022
2024-11-09,5.0231877556913656,5.019096192505221,4.919708149089275,4.969402170797248,143891867.77603313
2024-11-10,4.969402170797248,5.3728438050843,5.266450858448967,5.3196473317666335,184712906.81851074
2024-11-11,5.3196473317666335,5.694625611574881,5.581860747979339,5.63824317977711,394812386.1091242
2024-11-12,5.63824317977711,7.027006553280236,6.887857908660825,6.9574322309705305,605541612.8786786
2024-11-13,6.9574322309705305,7.358004227778445,7.21230117376303,7.2851527007707375,805917415.6264635
2024-11-14,7.2851527007707375,7.091765528029151,6.951334527474118,7.021550027751634,563626940.180871
2024-11-15,7.021550027751634,6.62415274314899,6.492981401700495,6.558567072424743,357203234.45787376
2024-11-16,6.558567072424743,7.010482331684011,6.871660899373436,6.941071615528723,299712587.75996333
