date,open,high,low,close,volume
2024-10-09,2442.2278002880767,2466.6500782909575,2417.805522285196,2442.2278002880767,693768291.5006226
2024-10-10,2442.2278002880767,2392.637873080495,2345.258905296723,2368.948389188609,531156139.92046463
2024-10-11,2368.948389188609,2404.2638733675194,2356.6546877562814,2380.4592805619004,278927445.6606965
2024-10-12,2380.4592805619004,2459.719351269086,2411.01203738257,2435.365694325828,314879875.3513018
2024-10-13,2435.365694325828,2502.699558546402,2453.1411514464735,2477.9203549964377,330465027.08380425
2024-10-14,2477.9203549964377,2491.094579639747,2441.765974102326,2466.4302768710363,497851380.71487343
2024-10-15,2466.4302768710363,2656.4767164944915,2603.873217157967,2630.174966826229,1053515419.5556562
2024-10-16,2630.174966826229,2625.1946147787617,2573.210563000964,2599.202588889863,1012438741.3821704
2024-10-17,2599.202588889863,2639.2805878017143,2587.017605865047,2613.1490968333806,721229680.3910952
2024-10-18,2613.1490968333806,2628.1408393063093,2576.0984464487583,2602.119642877534,604170481.0857933
2024-10-19,2602.119642877534,2670.1474161889164,2617.27320992775,2643.710313058333,543795646.2367506
2024-10-20,2643.710313058333,2676.236318250587,2623.2415396713677,2649.7389289609773,368760220.37851936
2024-10-21,2649.7389289609773,2770.531824795988,2715.669808463394,2743.100816629691,346554250.26094157
2024-10-22,2743.100816629691,2692.74620908514,2639.4245019745435,2666.0853555298418,640987515.420993
2024-10-23,2666.0853555298418,2646.4697160630235,2594.0643751508846,2620.267045606954,617498250.0824649
2024-10-24,2620.267045606954,2548.478817954316,2498.0138908661115,2523.246354410214,129946058.444954
2024-10-25,2523.246354410214,2558.4175048583784,2507.7557720889054,2533.086638473642,885650248.3441836
2024-10-26,2533.086638473642,2446.1704546533683,2397.7314357493415,2421.950945201355,80013970.35147905
2024-10-27,2421.950945201355,2504.868407384604,2455.267052782928,2480.067730083766,240963332.2759222
2024-10-28,2480.067730083766,2531.586383975343,2481.4559605302866,2506.5211722528147,84832068.03041483
2024-10-29,2506.5211722528147,2591.2851962171912,2539.972618074277,2565.628907145734,623876807.9843124
2024-10-30,2565.628907145734,2666.85982213886,2614.050716749972,2640.455269444416,287210773.910425
2024-10-31,2640.455269444416,2685.7066939486353,2632.5243831773755,2659.1155385630054,120644795.77383423
2024-11-01,2659.1155385630054,2540.504673222523,2490.197649990394,2515.3511616064584,100041811.8632466
2024-11-02,2515.3511616064584,2538.332004284692,2488.068004199847,2513.2000042422696,725724907.843388
2024-11-03,2513.2000042422696,2515.9381933397935,2466.117635055837,2491.0279141978153,270426162.9866897
2024-11-04,2491.0279141978153,2480.9996951944563,2431.870988358922,2456.4353417766893,631785564.5688652
2024-11-05,2456.4353417766893,2421.3782688038573,2373.4301842730874,2397.4042265384724,104146340.6479544
2024-11-06,2397.4042265384724,2447.9234638520793,2399.4497318946123,2423.686597873346,633881187.1905912
2024-11-07,2423.686597873346,2745.9282730624386,2691.5534557740734,2718.740864418256,1026116957.7403204
