date,open,high,low,close,volume
2024-10-09,18.331279646919278,18.51459244338847,18.147966850450086,18.331279646919278,95452806.98707847
2024-10-10,18.331279646919278,18.28963959287837,17.927468511831275,18.108554052354823,88133956.20925055
2024-10-11,18.108554052354823,18.347613673771676,17.984294591122733,18.165954132447204,90783836.25767978
2024-10-12,18.165954132447204,18.74926085057902,18.377988358488345,18.563624604533683,97999345.77636956
2024-10-13,18.563624604533683,18.961757949674844,18.586277594235735,18.77401777195529,75827501.51531503
2024-10-14,18.77401777195529,18.73295843283466,18.362008760897343,18.547483596866,68889468.98657557
2024-10-15,18.547483596866,19.66109290537834,19.271764332994607,19.466428619186473,137347205.70811442
2024-10-16,19.466428619186473,19.509777951146987,19.123445714490607,19.316611832818797,159227789.0927895
2024-10-17,19.316611832818797,19.56403934387837,19.17663262419761,19.37033598403799,120932696.9823676
2024-10-18,19.37033598403799,19.211613954969128,18.83118595586083,19.021399955414978,110699924.99304444
2024-10-19,19.021399955414978,19.55546619252993,19.168229238222406,19.361847715376168,74492300.8920728
2024-10-20,19.361847715376168,20.090123759274057,19.692299526417145,19.8912116428456,94240296.22300974
2024-10-21,19.8912116428456,20.33021956288201,19.927640957676427,20.12893026027922,114839474.6266709
2024-10-22,20.12893026027922,19.60215845127691,19.213996897786277,19.408077674531594,146178966.87549013
2024-10-23,19.408077674531594,19.22751583110838,18.846772943363657,19.03714438723602,103907460.558208
2024-10-24,19.03714438723602,18.817866345800915,18.44523532905238,18.631550837426648,120365490.76245931
2024-10-25,18.631550837426648,19.062255964984768,18.68478554983655,18.87352075741066,91626622.95889269
2024-10-26,18.87352075741066,18.306805341658965,17.94429434479443,18.125549843226697,196837681.04082668
2024-10-27,18.125549843226697,18.380993469885023,18.017013401174427,18.199003435529725,102279233.71864447
2024-10-28,18.199003435529725,18.576788977138314,18.20893176967023,18.39286037340427,103074909.3203427
2024-10-29,18.39286037340427,19.171134892183463,18.79150845867488,18.98132167542917,104283809.28571142
2024-10-30,18.98132167542917,19.6314848646595,19.242742590111785,19.437113727385643,118586983.48130639
2024-10-31,19.437113727385643,19.643082711383446,19.254110776504564,19.448596743944005,118232481.3466489
2024-11-01,19.448596743944005,18.764136369788975,18.392569312961474,18.578352841375224,108733590.9333591
2024-11-02,18.578352841375224,18.645433248169567,18.27621674820581,18.46082499818769,126755835.32354195
2024-11-03,18.46082499818769,18.28440048897476,17.922333152559418,18.10336682076709,79619870.38844827
2024-11-04,18.10336682076709,17.957466672134895,17.601873272686678,17.779669972410787,119206941.47969426
2024-11-05,17.779669972410787,17.761865697750316,17.410145584923576,17.586005641336946,100939581.13207208
2024-11-06,17.586005641336946,18.383399116569752,18.019371411291143,18.201385263930447,112844477.12939483
2024-11-07,18.201385263930447,19.842551005131142,19.449629203049334,19.646090104090238,266795378.4661463
2024-11-08,19.646090104090238,20.46678245782013,20.061499636873194,20.264141047346662,269245057.6016629
2024-11-09,20.264141047346662,20.635670316332742,20.227043181355853,20.431356748844298,198171068.1320053
2024-11-10,20.431356748844298,21.842744174647546,21.41021458703076,21.626479380839154,270705482.52574956
2024-11-11,21.626479380839154,23.330764117897257,22.868768788829986,23.09976645336362,582596151.1467897
2024-11-12,23.09976645336362,24.5556089778143,24.069359295085302,24.3124841364498,502458279.702796
2024-11-13,24.3124841364498,23.15274807619343,22.694277817258904,22.923512946726166,592700484.5676541
2024-11-14,22.923512946726166,22.297730418907562,21.85619120269157,22.076960810799566,389200523.42995197
2024-11-15,22.076960810799566,21.981016768554955,21.545749109771688,21.76338293916332,381338482.55152476
2024-11-16,21.76338293916332,23.197381748576944,22.738027654545718,22.96770470156133,307992013.9427281
2024-11-17,22.96770470156133,27.001324516174158,26.466644822784573,26.733984669479366,1398805384.398825
2024-11-18,26.733984669479366,26.03304727389541,25.517541387283618,25.775294330589514,1510822257.139402
2024-11-19,25.775294330589514,27.539202795562822,26.993872047135838,27.26653742134933,559495668.3004541
2024-11-20,27.26653742134933,26.41529189825331,25.892216811159184,26.153754354706248,239643523.5938095
2024-11-21,26.153754354706248,25.663895807898708,25.155699851306654,25.40979782960268,280166087.33161414
2024-11-22,25.40979782960268,27.691119858806847,27.14278085170176,27.416950355254304,852717537.3947021
2024-11-23,27.416950355254304,28.606629381653704,28.040161473106103,28.323395427379904,593159850.2183083
2024-11-24,28.323395427379904,29.833386164008107,29.242626041948544,29.538006102978326,970401130.0584645
2024-11-25,29.538006102978326,29.109279293351523,28.53285792120595,28.821068607278736,682089460.305417
2024-11-26,28.821068607278736,30.075375423725504,29.47982343513688,29.77759942943119,1064686176.1905226
